reference,nom,categorie,sous_categorie,prix,stock,etat,couleur,taille,pointure,marque,matiere,genre,description_courte,description,note_produit,dossier_images,statut,nb_images,nb_videos,confiance_regroupement,controle_requis,fichiers_sources,prix_min_marche,prix_max_marche,prix_a_verifier,prix_source_logique,source_web,niveau_verification
PR106,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR106.txt,PR106,draft,1,0,media_unique_a_verifier,oui,76c19639-c49c-463f-98af-31836d360bb7.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR107,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR107.txt,PR107,draft,1,0,media_unique_a_verifier,oui,7afcd0c0-ae8c-4fad-8a98-81f2fa7a105c.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR108,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR108.txt,PR108,draft,1,0,media_unique_a_verifier,oui,7b90aea9-16b5-46bf-927a-660dbdd15532.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
PR109,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR109.txt,PR109,draft,1,0,media_unique_a_verifier,oui,7c2a292e-7f23-4c2d-9a35-2b446a372862.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR110,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR110.txt,PR110,draft,1,0,media_unique_a_verifier,oui,7df35645-76f2-44d0-adbb-a152207e8692.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR111,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR111.txt,PR111,draft,1,0,media_unique_a_verifier,oui,7f54403a-b3fc-4138-8ad4-f09928d48f95.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR112,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR112.txt,PR112,draft,1,0,media_unique_a_verifier,oui,7ff5006f-7d7f-4712-bb92-80599e583ce4.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR113,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR113.txt,PR113,draft,1,0,media_unique_a_verifier,oui,82e42b81-cfbb-4b98-8338-b2ff3831de52.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR114,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR114.txt,PR114,draft,1,0,media_unique_a_verifier,oui,8391ce38-df7e-473e-8f15-0ef1691d3e90.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR115,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR115.txt,PR115,draft,1,0,media_unique_a_verifier,oui,83b974e0-2d21-4dc3-bc97-143adc729769.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR116,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR116.txt,PR116,draft,1,0,media_unique_a_verifier,oui,86e4dcfa-b6d6-4e61-87a8-771e7fb25074.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR117,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR117.txt,PR117,draft,1,0,media_unique_a_verifier,oui,881a4088-581b-41b4-a0c3-fb5d5c272b72.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR118,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR118.txt,PR118,draft,1,0,media_unique_a_verifier,oui,8BBF214C-B0C7-40E5-8451-168DA891E9AE.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR119,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR119.txt,PR119,draft,1,0,media_unique_a_verifier,oui,8acc654d-d6fe-411d-8c62-029328cbdc38.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR120,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR120.txt,PR120,draft,1,0,media_unique_a_verifier,oui,8c80ac91-22c1-4d59-85fb-08358b76501f.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR121,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR121.txt,PR121,draft,1,0,media_unique_a_verifier,oui,8ce83aca-2f44-4aa5-ae31-10847b2b4dd6.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR122,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR122.txt,PR122,draft,1,0,media_unique_a_verifier,oui,8e55ad18-2bdd-4a26-be83-6374fb241985.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR123,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR123.txt,PR123,draft,1,0,media_unique_a_verifier,oui,8f465fb8-c112-4a64-8533-bf910b501679.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
